Wall time,Step,Value
1705580393.30181,0,7.042001724243164
1705580401.817175,1,4.871941566467285
1705580409.919527,2,4.74398946762085
1705580417.979705,3,4.7296013832092285
1705580426.121101,4,4.599307537078857
1705580434.206632,5,4.722759246826172
1705580442.398206,6,4.526639938354492
1705580450.566128,7,4.435676097869873
1705580458.684863,8,4.2199578285217285
1705580466.797914,9,4.083634853363037
1705580474.953927,10,3.9317026138305664
1705580483.058753,11,3.7313895225524902
1705580491.215335,12,3.8098981380462646
1705580499.439798,13,3.7618165016174316
1705580507.686822,14,3.7870430946350098
1705580515.849406,15,3.649855375289917
1705580524.002345,16,3.623098611831665
1705580532.141677,17,3.383908748626709
1705580540.375364,18,3.3211779594421387
1705580548.505491,19,3.366971731185913
1705580556.645488,20,3.7418570518493652
1705580564.871928,21,3.2781667709350586
1705580573.049596,22,3.2447316646575928
1705580581.23699,23,3.223723888397217
1705580589.729387,24,3.394286870956421
1705580598.270973,25,3.037038564682007
1705580606.588333,26,3.1277191638946533
1705580614.818135,27,3.126281261444092
1705580623.117036,28,2.788240432739258
1705580631.32894,29,2.7214720249176025
1705580639.486295,30,2.510488510131836
1705580647.784586,31,2.4690916538238525
1705580655.99442,32,2.5986592769622803
1705580664.161638,33,2.4946091175079346
1705580672.357742,34,2.579555034637451
1705580680.694723,35,2.4482452869415283
1705580688.939316,36,2.2647063732147217
1705580697.111998,37,2.3569507598876953
1705580705.236831,38,2.8177621364593506
1705580713.473495,39,2.662064552307129
1705580721.643309,40,2.8359334468841553
1705580729.934546,41,2.429154872894287
1705580738.297803,42,2.325526475906372
1705580746.673911,43,2.355473279953003
1705580754.891483,44,2.483337640762329
1705580763.025613,45,2.3503875732421875
1705580771.177334,46,2.170585870742798
1705580779.311385,47,1.995131015777588
1705580787.496553,48,1.81731116771698
1705580795.65614,49,2.035566568374634
1705580803.825894,50,1.9908169507980347
1705580812.053641,51,1.6058235168457031
1705580820.232372,52,1.6582412719726562
1705580828.405045,53,1.2869857549667358
1705580836.583696,54,1.3863658905029297
1705580844.803839,55,1.5316524505615234
1705580852.969139,56,1.5023503303527832
1705580861.08743,57,1.4407731294631958
1705580869.29475,58,1.619979977607727
1705580877.495125,59,1.7505433559417725
1705580885.674968,60,1.7418599128723145
1705580893.896108,61,1.4580048322677612
1705580902.122044,62,1.5344042778015137
1705580910.280393,63,1.5330111980438232
1705580918.48321,64,1.5650883913040161
1705580926.687661,65,1.8406695127487183
1705580934.912131,66,1.9681369066238403
1705580943.154994,67,1.6069560050964355
1705580951.448209,68,1.513550043106079
1705580959.577563,69,1.4415556192398071
1705580967.769862,70,1.5223734378814697
1705580975.913743,71,1.1822172403335571
1705580984.141415,72,1.2254711389541626
1705580992.65556,73,1.324283242225647
1705581000.83258,74,1.2303897142410278
1705581009.066796,75,1.3132656812667847
1705581017.399745,76,1.3136601448059082
1705581025.56391,77,1.1780236959457397
1705581033.840423,78,1.091848611831665
